spiritually succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2010 , the Audi 50 was spiritually succeeded by the Audi A1 .
modified	from	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	The MiG-29K was drastically modified from the Mikoyan MiG-29M for naval operations .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	It is also reported that he preceded the Pioneer Column to Rhodesia where he befriended Lobengula , the son of Mzilikazi .
progressively replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	The Mi-8 is being progressively replaced by the Mi-17 .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	She held office until Hilmar Baunsgaard in 1968 replaced Jens Otto Krag as prime minister .
instated	as	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Yixuan was instated by the Xianfeng Emperor as `` Prince Chun of the Second Rank '' -LRB- 醇郡王 -RRB- .
airframe	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_possessive	The airframe of the Ka-31 is based on the Kamov Ka-27 .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 621 , Wang , facing military pressure from Li Shimin , the son of Emperor Gaozu of Tang , surrendered .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	As a result , Wang Jingwei replaced Sun Fo as the Premier .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Al-Nasir was the son of Caliph Al-Mustadi and a Turkish `` umm walad '' called `` Zumurrud '' -LRB- Emerald -RRB- .
relinquish leadership	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Although Pol Pot relinquished party leadership to Khieu Samphan in 1985 , he continued to wield considerable influence over the movement .
lose presidency	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Incumbent President Leonid Kravchuk lost the presidency to his former Prime Minister Leonid Kuchma .
now own		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Austar is now owned by Foxtel , which acquired the company in 2012 .
customer	to	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	In 2004 , the roles reversed and Austar became the customer to Foxtel for satellite delivery .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2003 , Nissan Laurel was replaced by Nissan Teana .
follow		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Krishna Deva Raya was followed by his younger half-brother Achyuta Deva Raya in 1529 .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Sevappa was also a ceremonial betel bearer to Achyuta Deva Raya , the brother of Krishnadevaraya .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Their son Parikshit succeeded Yudhisthira to the throne of Hastinapura , after the war of Mahabharata .
coronate		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	King Yudhisthira coronates Parikshit as the king of Hastinapur , in care of Yuyutsu .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Huayna Capac , for instance , was the son of Topa Inca Yupanqui and the Inca 's sister and wife .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 1972 the well-regarded , but outdated , GAZ-69 was replaced by the more modern UAZ-469 .
rename		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	TNT N.V. subsequently renamed itself PostNL .
compete	with	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Siebel Systems competed directly with Oracle and SAP .
brought	against	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	The civil war Robert I had brought against his brother Richard III was still causing instability in the duchy .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 1027 when Robert I , Duke of Normandy succeeded his brother Richard III , William de Bellême revolted against him .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Alaungpaya was succeeded by his eldest son Naungdawgyi .
behead		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	According to Badayuni Bairam Khan asked Akbar to behead Hemu so that he could earn the title of Ghazi .
young son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Demetrius was a regent ruler to Pinnes , the son of Agron who was too young to rule as king .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Chimalpopoca was born to the King Huitzilihuitl and Queen Ayauhcihuatl .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Having no son , Johann Wilhelm was succeeded by his brother Charles III Philip , Elector Palatine .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Charles III was succeeded in 1889 by Albert I.
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ferdinand II was the son of Alfonso II of Naples .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Zhao Mo was a grandson of Zhao Tuo -LRB- who had outlived his sons -RRB- .
marry		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In Madrid on 22 September 1976 , Maria married Prince Franz Wilhelm of Prussia , her third cousin , once-removed .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Houghton Mifflin acquired Harcourt in 2007 , and assumed the Harcourt name in the Houghton Mifflin name to form Houghton Mifflin Harcourt .
utilize battery	like	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Like the MGA , the MGB utilized two 6-volt batteries wired in series to give a 12-volt positive earth configuration .
intra-party rival	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Former Governor John Malcolm Patterson , an intra-party rival of George Wallace , taught U.S. history at the institution during the 1980s .
choose		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	His death spurred a succession crisis in which Orodes II chose Phraates IV of Parthia -LRB- `` r '' .
ask		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Tabinshwehti asked Bayinnaung to suppress the rebellion while he went on a hunting trip to the Irrawaddy delta .
choose		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Although Tabinshwehti had chosen Bayinnaung as his successor since 1542 , governors and viceroys of major regions all declared themselves king .
visit		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	The marriage took place when Shivaji visited his father Shahaji at Bangalore , with his first wife Saibai and his mother Jijabai .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Shuja-ud-Daula was the son of the Mughal Grand Vizier Safdarjung chosen by Ahmad Shah Bahadur .
recall		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	When Za Dengel proved more troublesome than Yaqob , Za Sellase recalled Yaqob from exile .
stand	against	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Ngeh Koo Ham first stood in the 1990 General Election against Lim Keng Yaik for the parliamentary seat of Beruas .
acquired	by	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	By the time WinFax PRO 7.0 was being sold from retail shelves , Delrina had been acquired by Symantec .
subsequently buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Delrina was subsequently bought out in 1995 by Symantec , and continued its development .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Delrina was bought by Symantec in 1995 , which subsequently sold its Electronic Forms division to JetForm in 1996 .
late buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Delrina was bought by Symantec late in 1995 , and the electronic forms division was sold to JetForm in 1996 .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	After the 18th Party Congress in 2012 , Meng Jianzhu replaced Zhou Yongkang as the head of the commission .
acquired	by	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	By the time WinFax PRO 7.0 was being sold from retail shelves , Delrina had been acquired by Symantec in 1995 .
raise		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 735 -- 736 , a serious illness encouraged Liutprand to raise his nephew Hildeprand to co-kingship .
join wanderer	on	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Moritz joined Bolton Wanderers on a one-year deal on 1 August 2013 .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Maurice was born in Paris to Raoul Auguste Alexandre Maurice and Marguerite Jeanne Lebrun .
married	in	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Maurice and his wife Constantina were married in August 582 .
die	on	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Philip Maurice died on 3 August 1638 and was buried in the family crypt his father had established in the Church of St.
return	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Maurice returned to England in August and Nelson arranged for him to take command of the 18-gun brig-sloop on 20 August .
overthrow		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Nyaung-u Sawrahan was overthrown by Kunhsaw Kyaunghpyu , who in turn was overthrown by Nyaung-u 's sons Kyiso and Sokkate .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Dudu was succeeded by his son Shu-turul per the king list .
